Местное время в Астане;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
17.09.2018 17:00;16.фев;736.3;767.1;0.3;42;Ветер, дующий с востоко-северо-востока;3;;;Облаков нет.; ;;;;;;;;;;10.0;03.фев;;;;;;
17.09.2018 14:00;17.апр;736.0;766.6;-0.2;41;Ветер, дующий с юго-юго-востока;2;;;70 – 80%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;60%.;1500-2000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;03.сен;;;;;;
17.09.2018 11:00;15.авг;736.2;767.0;0.4;51;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;05.май;;;;;;;10.0;05.май;;;;;;
17.09.2018 8:00;11.янв;735.8;767.1;0.4;68;Ветер, дующий с востоко-северо-востока;1;;;Облаков нет.; ;;;;;;;;;;10.0;05.мар;;;Cухая (без трещин, заметного количества пыли или сыпучего песка);2.0;;
17.09.2018 5:00;05.сен;735.4;767.3;0.5;93;Ветер, дующий с северо-северо-востока;1;;;20–30%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;04.авг;;;;;;
17.09.2018 2:00;07.май;734.9;766.6;0.0;77;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;03.июн;;;;;;
16.09.2018 23:00;10.янв;734.9;766.3;-0.3;69;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;;19.сен;;;;;;;04.июн;;;;;;
16.09.2018 20:00;14.апр;735.2;766.1;0.7;51;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;;19.сен;;;;;;;04.мар;;;;;;
16.09.2018 17:00;18.июл;734.5;764.9;0.0;37;Ветер, дующий с севера;2;;;20–30%.; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;20–30%.;1500-2000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;03.июн;;;;;;
16.09.2018 14:00;18.апр;734.5;765.0;-0.5;41;Ветер, дующий с северо-востока;1;;;40%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;04.авг;;;;;;
16.09.2018 11:00;17.июл;735.0;765.5;0.0;54;Ветер, дующий с северо-запада;3;;;60%.; ;;;06.апр;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1500-2000;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10.0;08.фев;;;;;;
16.09.2018 8:00;08.апр;735.0;766.6;0.6;76;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;10.0;04.мар;;;Cухая (без трещин, заметного количества пыли или сыпучего песка);2.0;;
16.09.2018 5:00;07.янв;734.4;766.1;-0.1;84;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;04.июн;;;;;;
16.09.2018 2:00;07.июл;734.5;766.1;0.0;79;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;04.мар;;;;;;
15.09.2018 23:00;10.май;734.5;765.9;0.5;62;Ветер, дующий с северо-северо-запада;1;;;Облаков нет.; ;;;;23.май;;;;;;;03.май;Следы осадков;12;;;;
15.09.2018 20:00;17.0;734.0;764.6;0.7;39;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;23.май;;;;;;;02.июл;Следы осадков;12;;;;
15.09.2018 17:00;22.мар;733.3;763.3;-0.2;25;Ветер, дующий с западо-северо-запада;3;;;Облаков нет.; ;;;;;;;;;;10.0;01.апр;;;;;;
15.09.2018 14:00;22.июл;733.5;763.5;-0.9;30;Ветер, дующий с запада;3;;;60%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1500-2000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10.0;04.янв;;;;;;
